STATE,ID,YEAR,All_GHGs ,CO2_Emissions_Total ,CH4_Emissions_Total,N2O_Emissions_Total,F-Gas_Emissions_Total,Energy_GHGs_Total,Electricity_Generation,Residential,Commercial,Industrial,Transportation,Fugitive_Emissions,Industrial_Processes,Agriculture,Waste,GHG_per_capita,GHG_intensity
North Dakota,ND,2006,61.09,47.62,4.37,8.83,0.28,48.87,31.39,1.07,0.84,7.65,6.38,1.54,0.56,11.40,0.26,94.08,2419.12
Ohio,OH,2006,305.43,275.71,13.40,11.27,5.06,269.77,126.35,17.33,9.42,38.05,74.06,4.55,18.55,11.21,5.91,26.60,693.05
Oklahoma,OK,2006,140.23,112.07,20.31,6.34,1.52,118.75,49.88,3.36,2.22,21.89,32.63,8.77,4.61,14.17,2.71,39.02,1107.60
Oregon,OR,2006,51.76,41.52,4.62,3.33,2.29,41.22,6.34,2.74,1.86,5.71,24.57,0.00,3.31,5.37,1.86,14.10,328.21
Pennsylvania,PA,2006,306.90,282.67,13.48,5.58,5.17,285.84,121.00,20.39,11.82,46.98,74.34,11.33,14.36,6.07,0.63,24.53,626.91
Rhode Island,RI,2006,12.18,11.12,0.44,0.20,0.42,10.71,2.33,2.21,0.95,0.62,4.59,0.00,0.99,0.04,0.44,11.46,270.98
South Carolina,SC,2006,101.28,92.39,4.24,2.55,2.11,90.61,39.16,1.96,1.82,14.70,32.96,0.00,5.02,2.23,3.43,23.24,703.08
South Dakota,SD,2006,30.57,14.32,6.93,9.00,0.33,13.75,3.47,0.97,0.63,2.15,6.30,0.22,1.23,15.22,0.37,39.04,961.92
Tennessee,TN,2006,153.06,138.47,6.47,5.29,2.83,136.02,55.68,4.12,3.40,25.55,47.11,0.15,7.24,6.99,2.82,25.14,663.87
Texas,TX,2006,796.31,700.16,64.03,21.33,10.80,720.65,227.81,10.54,9.72,237.94,207.08,27.57,21.97,39.79,13.90,34.09,782.61
United States,US,2006,7030.92,6085.14,503.06,312.12,130.60,6149.27,2300.66,325.41,208.39,1065.81,2081.58,167.42,284.63,443.60,153.42,23.56,545.21
Utah,UT,2006,78.39,68.73,6.84,1.77,1.05,72.06,35.43,3.55,2.25,7.90,18.99,3.94,2.25,3.02,1.06,31.04,810.05
Vermont,VT,2006,8.08,6.72,0.72,0.40,0.25,6.85,0.02,1.55,0.67,0.59,4.03,0.00,0.27,0.88,0.07,12.98,350.84
Virginia,VA,2006,143.74,125.41,10.79,4.32,3.21,129.33,36.65,7.05,5.04,17.14,58.42,5.02,5.34,5.08,3.99,18.73,395.18
Washington,WA,2006,92.01,78.79,5.47,4.31,3.43,78.96,9.54,5.15,3.42,14.90,45.91,0.04,4.54,5.84,2.66,14.44,316.39
West Virginia,WV,2006,138.69,115.60,20.72,1.42,0.95,132.73,84.62,2.06,1.60,13.06,12.89,18.50,3.22,1.24,1.49,75.87,2630.90
Wisconsin,WI,2006,125.28,104.09,10.93,7.95,2.31,104.24,42.80,9.02,5.32,15.28,31.82,0.00,3.69,13.43,3.92,22.46,562.40
Wyoming,WY,2006,88.04,66.38,19.10,2.31,0.24,82.02,42.80,0.81,0.83,10.95,8.80,17.83,1.36,4.34,0.32,168.44,3068.73
Alabama,AL,2007,174.99,154.86,13.61,4.48,2.05,157.72,84.40,2.37,1.98,22.97,37.07,8.91,9.63,5.03,2.61,37.45,1122.93
Alaska,AK,2007,50.08,44.19,5.11,0.50,0.28,48.79,3.27,1.86,2.20,18.33,18.24,4.89,0.50,0.30,0.49,73.61,1228.77
Arizona,AZ,2007,113.01,103.43,3.22,2.96,3.40,103.35,54.94,2.32,2.13,4.99,38.90,0.06,4.84,4.73,0.09,18.32,461.45
Arkansas,AR,2007,84.60,67.00,7.99,8.39,1.22,65.50,28.45,2.10,1.85,10.32,21.69,1.09,4.66,12.73,1.71,29.70,927.71
California,CA,2007,480.98,411.60,36.85,17.23,15.31,414.41,50.18,28.30,14.89,73.77,243.26,4.02,21.87,30.43,14.27,13.27,271.96
Colorado,CO,2007,125.71,99.41,19.33,4.99,1.98,110.33,42.60,7.81,3.76,12.66,32.28,11.22,3.29,9.77,2.32,26.17,549.77
Connecticut,CT,2007,45.31,42.39,0.63,0.87,1.42,41.05,8.74,8.35,3.36,2.46,18.14,0.00,1.98,0.36,1.92,12.85,215.49
Delaware,DE,2007,19.00,17.64,0.28,0.72,0.36,17.31,6.60,1.01,0.68,3.65,5.38,0.00,0.89,0.59,0.20,21.79,332.79
District Of Columbia,DC,2007,3.79,3.41,0.05,0.07,0.26,3.47,0.09,0.82,1.24,0.04,1.28,0.00,0.27,0.00,0.06,6.60,44.24
Florida,FL,2007,291.60,264.53,12.30,7.09,7.69,260.24,122.99,1.34,4.79,12.10,118.99,0.03,12.25,6.42,12.69,15.88,408.37
Georgia,GA,2007,203.75,186.24,7.00,6.47,4.03,186.63,89.80,6.75,3.24,18.03,68.81,0.00,6.17,6.40,4.55,21.79,537.98
Hawaii,HI,2007,26.91,24.87,1.03,0.50,0.51,24.31,8.01,0.06,0.28,1.63,14.32,0.00,0.89,0.48,1.23,20.46,451.09
Idaho,ID,2007,28.91,16.86,6.99,4.41,0.64,16.78,0.68,1.65,1.07,3.51,9.87,0.00,1.10,10.48,0.55,19.20,561.16
Illinois,IL,2007,291.28,249.74,14.13,22.14,5.27,248.30,95.22,24.68,11.85,38.86,75.42,2.28,11.47,23.06,8.46,22.94,492.42
Indiana,IN,2007,275.48,251.28,7.76,13.35,3.09,235.12,119.42,9.11,5.11,52.87,46.63,1.99,22.91,14.11,3.34,43.18,1106.54
Iowa,IA,2007,131.74,89.17,14.81,26.50,1.27,87.91,38.88,4.81,3.95,17.46,22.81,0.00,3.32,38.94,1.57,43.92,1035.02
Kansas,KS,2007,115.43,81.54,17.48,15.23,1.17,83.76,38.04,3.91,1.86,15.43,20.02,4.50,4.19,25.70,1.78,41.46,1012.36
Kentucky,KY,2007,182.40,161.67,12.47,5.86,2.39,164.76,92.67,3.54,2.52,24.30,35.74,6.00,6.72,8.44,2.47,42.85,1282.22
Louisiana,LA,2007,214.60,197.97,10.20,4.52,1.91,200.80,38.20,2.17,2.68,99.69,51.67,6.40,6.44,6.18,1.17,49.05,1157.72
Maine,ME,2007,23.63,21.69,0.59,0.82,0.53,21.15,2.64,3.91,2.18,3.13,9.29,0.00,1.38,0.61,0.50,17.81,510.16
Maryland,MD,2007,88.63,81.24,2.47,2.37,2.54,79.49,29.83,6.53,4.67,5.81,32.53,0.11,4.71,1.69,2.73,15.68,344.82
Massachusetts,MA,2007,87.07,82.08,0.69,1.35,2.94,81.06,23.34,13.54,5.34,4.45,34.39,0.00,3.00,0.31,2.69,13.54,260.47
Michigan,MI,2007,210.58,188.31,10.52,7.62,4.13,184.95,74.34,21.17,10.03,21.25,56.92,1.24,10.38,8.29,6.97,21.06,571.73
Minnesota,MN,2007,127.80,102.14,6.76,16.70,2.20,101.84,34.14,8.89,5.89,15.53,37.39,0.00,2.78,21.41,1.76,24.54,533.23
Mississippi,MS,2007,83.78,71.98,5.52,5.02,1.26,70.60,27.14,1.62,1.76,11.17,27.33,1.57,4.87,6.34,1.98,28.61,962.76
Missouri,MO,2007,170.68,145.33,9.51,13.06,2.78,142.36,74.51,6.78,4.02,13.13,43.91,0.01,7.40,18.91,2.00,28.99,777.10
Montana,MT,2007,51.52,38.78,7.71,4.44,0.60,41.54,19.72,1.64,0.87,6.83,9.21,3.27,1.31,8.43,0.25,53.41,1600.06
Nebraska,NE,2007,78.67,45.91,14.04,17.96,0.76,44.94,20.22,2.54,1.79,7.37,12.94,0.07,2.27,30.39,1.07,44.11,1020.85
Nevada,NV,2007,47.08,42.57,2.36,1.06,1.08,42.32,16.70,2.31,1.77,2.86,18.67,0.01,1.81,1.46,1.49,18.10,379.54
New Hampshire,NH,2007,20.12,19.23,-0.01,0.36,0.54,19.39,6.66,2.77,1.42,0.88,7.65,0.00,0.55,0.17,0.01,15.33,366.87
New Jersey,NJ,2007,143.45,135.08,2.77,2.07,3.53,134.80,19.27,16.17,11.02,14.39,73.96,0.00,4.12,0.49,4.03,16.53,322.61
New Mexico,NM,2007,80.05,59.74,17.34,2.15,0.81,71.11,30.97,2.28,1.56,8.57,15.96,11.76,1.82,5.98,1.14,40.22,1148.20
New York,NY,2007,233.33,205.14,15.08,4.97,8.13,204.60,49.08,36.84,26.81,14.57,76.71,0.58,9.95,5.53,13.24,12.20,229.07
North Carolina,NC,2007,177.90,155.29,11.86,6.73,4.03,156.33,76.35,5.61,4.17,13.71,56.49,0.00,5.21,10.63,5.72,19.51,467.94
North Dakota,ND,2007,66.03,49.90,4.83,11.02,0.28,51.40,32.08,1.16,1.11,7.84,7.27,1.93,0.56,13.80,0.27,101.15,2498.11
Ohio,OH,2007,312.23,281.85,13.09,12.14,5.16,275.77,128.09,19.01,10.34,39.40,74.62,4.30,18.35,12.31,5.80,27.15,705.45
Oklahoma,OK,2007,141.78,113.44,20.07,6.72,1.54,119.84,49.31,3.98,2.68,21.67,33.32,8.88,4.89,14.28,2.77,39.01,1092.75
Oregon,OR,2007,55.12,44.92,4.39,3.57,2.25,44.58,9.55,2.75,1.87,5.34,25.06,0.00,3.25,5.41,1.89,14.81,338.70
Pennsylvania,PA,2007,312.26,285.91,15.38,5.73,5.24,291.00,123.43,21.91,12.53,46.19,73.87,13.05,14.00,6.57,0.70,24.85,626.06
Rhode Island,RI,2007,12.77,11.69,0.47,0.20,0.42,11.31,2.81,2.32,1.06,0.62,4.51,0.00,0.95,0.05,0.46,12.08,286.86
South Carolina,SC,2007,101.20,92.60,3.83,2.58,2.18,90.71,40.89,1.87,1.63,13.34,32.98,0.00,5.11,2.34,3.03,22.77,682.08
South Dakota,SD,2007,32.93,14.85,7.11,10.63,0.33,14.30,2.98,1.03,0.73,2.75,6.55,0.25,1.22,17.03,0.38,41.60,997.21
Tennessee,TN,2007,151.75,137.41,6.62,4.82,2.91,134.58,55.31,4.11,3.53,24.16,47.33,0.15,7.56,6.57,3.04,24.57,657.45
Texas,TX,2007,798.47,701.31,63.98,22.12,11.06,721.67,230.41,12.56,10.23,231.68,209.22,27.57,22.25,40.86,13.69,33.50,744.38
United States,US,2007,7165.29,6181.66,514.41,335.94,133.28,6248.69,2366.03,346.56,218.03,1052.38,2092.68,173.01,283.76,479.95,152.89,23.79,545.15
Utah,UT,2007,80.10,70.76,6.37,1.87,1.09,73.59,37.27,3.58,2.28,8.13,18.93,3.39,2.20,3.21,1.10,30.83,787.70
Vermont,VT,2007,7.94,6.58,0.74,0.37,0.25,6.71,0.02,1.52,0.68,0.51,3.98,0.00,0.27,0.89,0.08,12.74,347.32
Virginia,VA,2007,150.22,131.01,11.57,4.37,3.27,134.92,41.18,7.47,5.16,17.38,58.52,5.21,5.36,5.21,4.73,19.38,409.28
Washington,WA,2007,97.96,83.99,5.60,4.78,3.59,84.17,11.84,5.31,3.45,14.71,48.85,0.00,4.55,6.49,2.75,15.16,320.13
West Virginia,WV,2007,140.56,117.67,20.54,1.36,0.98,134.52,85.93,1.96,1.57,14.06,12.78,18.23,3.24,1.29,1.52,76.64,2683.58
Wisconsin,WI,2007,127.20,105.98,10.68,8.21,2.34,106.02,43.57,9.53,5.56,15.38,31.98,0.00,3.72,14.18,3.29,22.67,566.51
Wyoming,WY,2007,92.92,69.50,20.69,2.48,0.25,86.61,43.28,0.93,0.86,12.48,9.04,20.03,1.30,4.68,0.33,173.72,3117.37
Alabama,AL,2008,168.74,147.20,15.19,4.26,2.10,151.92,79.61,2.54,2.01,22.44,34.88,10.45,9.21,4.92,2.69,35.76,1083.95
Alaska,AK,2008,45.42,39.57,5.21,0.35,0.28,44.45,3.26,1.87,2.27,16.32,15.58,5.15,0.29,0.18,0.50,66.06,1118.64
Arizona,AZ,2008,114.10,104.17,3.57,2.80,3.56,104.13,57.34,2.46,2.43,5.46,36.38,0.06,4.85,4.79,0.33,18.17,474.30
Arkansas,AR,2008,84.58,67.45,8.45,7.43,1.25,66.20,28.87,2.36,2.18,10.21,21.28,1.30,4.57,12.05,1.77,29.42,928.20
California,CA,2008,465.62,397.42,36.76,15.64,15.80,400.38,51.07,28.93,15.59,70.82,229.83,4.14,21.67,29.44,14.14,12.72,263.59
Colorado,CO,2008,124.73,98.05,20.12,4.50,2.06,109.34,40.71,8.16,4.50,13.03,31.18,11.76,3.45,9.47,2.47,25.51,535.22
Connecticut,CT,2008,43.23,40.37,0.62,0.80,1.44,38.93,7.86,8.22,3.41,2.07,17.37,0.00,1.99,0.36,1.96,12.19,207.10
Delaware,DE,2008,18.14,16.79,0.29,0.68,0.37,16.44,6.17,0.98,0.65,3.47,5.17,0.00,0.89,0.58,0.22,20.52,333.84
District Of Columbia,DC,2008,3.52,3.14,0.05,0.07,0.27,3.19,0.07,0.79,1.15,0.04,1.13,0.00,0.27,0.00,0.06,6.07,39.87
Florida,FL,2008,272.48,246.63,11.81,6.18,7.87,242.40,115.72,1.32,4.69,11.50,109.14,0.03,11.84,5.88,12.36,14.71,394.96
Georgia,GA,2008,191.87,175.06,6.84,5.81,4.16,175.11,84.04,7.22,3.37,16.82,63.66,0.00,6.32,5.93,4.51,20.19,511.01
Hawaii,HI,2008,22.40,20.41,1.01,0.45,0.53,19.61,7.83,0.09,0.29,1.44,9.96,0.00,0.90,0.46,1.43,16.81,372.32
Idaho,ID,2008,27.97,16.28,7.19,3.84,0.67,16.19,0.68,1.87,1.13,3.35,9.16,0.00,1.09,10.11,0.57,18.23,543.24
Illinois,IL,2008,287.52,247.55,15.13,19.46,5.39,247.74,95.08,26.89,13.19,37.18,71.85,3.55,11.03,20.52,8.23,22.56,490.67
Indiana,IN,2008,270.55,247.94,7.85,11.59,3.16,232.30,119.73,9.83,6.12,50.04,44.15,2.43,22.84,12.51,2.90,42.11,1105.78
Iowa,IA,2008,129.99,91.47,15.40,21.81,1.30,90.33,40.60,5.52,4.35,17.88,21.98,0.00,3.19,34.95,1.53,43.09,1039.54
Kansas,KS,2008,109.82,78.21,17.16,13.25,1.20,80.35,35.90,4.52,2.10,14.25,19.38,4.20,3.94,23.87,1.67,39.11,952.53
Kentucky,KY,2008,179.21,158.36,12.85,5.53,2.47,162.00,93.35,3.79,2.53,23.25,32.64,6.44,6.60,8.09,2.53,41.78,1254.79
Louisiana,LA,2008,202.91,185.22,11.68,4.04,1.97,188.29,39.91,2.22,1.58,91.52,46.64,6.41,6.19,6.42,2.01,45.75,1110.44
Maine,ME,2008,21.53,19.78,0.46,0.75,0.54,19.41,2.59,3.27,2.19,2.87,8.49,0.00,1.28,0.56,0.28,16.18,467.48
Maryland,MD,2008,84.12,76.97,2.38,2.17,2.60,76.02,27.56,6.30,4.71,5.64,31.67,0.14,3.88,1.58,2.64,14.80,324.27
Massachusetts,MA,2008,84.24,79.35,0.63,1.22,3.03,78.30,19.88,14.31,5.68,4.11,34.32,0.00,3.09,0.29,2.57,13.02,248.11
Michigan,MI,2008,202.62,181.49,10.58,6.38,4.18,178.64,71.72,21.64,10.54,20.58,52.87,1.28,9.69,7.32,6.98,20.37,574.87
Minnesota,MN,2008,125.28,102.06,6.85,14.11,2.26,101.43,32.79,9.50,6.48,16.73,35.92,0.00,2.77,18.99,2.08,23.88,515.57
Mississippi,MS,2008,79.60,68.13,5.63,4.56,1.29,66.91,25.27,1.78,1.47,10.68,25.96,1.75,4.72,6.04,1.93,27.00,901.76
Missouri,MO,2008,165.59,142.17,9.48,11.09,2.85,139.45,73.87,7.65,4.51,11.93,41.48,0.01,7.10,16.95,2.08,27.95,743.50
Montana,MT,2008,49.98,37.19,8.18,3.99,0.61,40.12,19.72,1.78,0.99,6.25,7.79,3.60,1.29,8.27,0.29,51.19,1564.49
Nebraska,NE,2008,78.54,47.75,13.84,16.17,0.78,46.94,21.72,2.86,2.09,7.40,12.77,0.10,2.14,28.35,1.11,43.72,1011.10
Nevada,NV,2008,46.36,41.88,2.39,0.97,1.12,41.61,17.88,2.34,1.80,2.70,16.88,0.01,1.81,1.41,1.54,17.47,386.74
New Hampshire,NH,2008,19.95,19.06,0.01,0.34,0.55,19.19,6.59,2.80,1.44,0.85,7.51,0.00,0.56,0.18,0.02,15.16,364.10
New Jersey,NJ,2008,138.67,130.35,2.85,1.88,3.61,129.86,18.55,15.45,10.62,12.44,72.80,0.00,4.19,0.47,4.15,15.92,311.27
New Mexico,NM,2008,79.01,58.04,18.13,2.01,0.83,70.21,30.33,2.31,1.74,8.44,14.91,12.47,1.70,5.98,1.12,39.30,1142.22
New York,NY,2008,223.83,195.63,15.28,4.62,8.30,195.24,42.71,35.04,25.83,14.02,77.05,0.58,9.94,5.52,13.12,11.65,220.58
North Carolina,NC,2008,172.77,150.26,11.91,6.43,4.17,151.27,72.70,5.96,4.82,12.45,55.34,0.00,5.21,10.57,5.72,18.56,460.04
North Dakota,ND,2008,65.84,51.21,5.80,8.54,0.29,53.75,32.72,1.29,0.99,8.38,6.67,3.70,0.55,11.26,0.28,100.13,2301.06
Ohio,OH,2008,302.94,273.86,14.08,9.73,5.26,269.04,125.00,19.30,11.04,39.22,69.66,4.82,17.45,10.23,6.22,26.31,695.29
Oklahoma,OK,2008,145.16,115.95,21.09,6.54,1.58,123.40,50.87,4.13,2.66,22.17,33.83,9.74,4.66,14.21,2.89,39.56,1087.93
Oregon,OR,2008,54.00,44.21,4.30,3.14,2.35,43.92,9.99,2.93,2.04,5.40,23.56,0.01,3.20,5.16,1.71,14.33,318.46
Pennsylvania,PA,2008,300.13,272.18,17.39,5.20,5.36,278.21,118.09,20.68,11.19,44.61,69.80,13.84,13.64,6.28,2.00,23.80,600.87
Rhode Island,RI,2008,12.42,11.33,0.48,0.18,0.43,10.94,2.88,2.26,0.95,0.54,4.31,0.00,0.95,0.06,0.48,11.77,284.70
South Carolina,SC,2008,98.83,90.21,3.96,2.40,2.25,88.68,41.00,1.96,1.74,12.22,31.77,0.00,4.73,2.22,3.19,21.82,674.00
South Dakota,SD,2008,32.37,15.88,7.07,9.07,0.34,15.41,3.88,1.20,0.79,3.02,6.27,0.24,1.14,15.43,0.40,40.50,917.55
Tennessee,TN,2008,144.21,129.87,6.38,4.98,2.99,127.17,52.56,4.48,3.63,22.79,43.57,0.14,7.35,6.72,2.97,23.08,624.05
Texas,TX,2008,777.27,678.55,66.93,20.28,11.51,701.90,228.17,12.06,10.79,215.86,204.19,30.84,22.09,39.82,13.46,31.97,725.86
United States,US,2008,6949.70,5983.95,532.87,295.84,137.04,6069.86,2314.66,354.17,225.06,1003.30,1982.95,189.72,277.25,447.88,154.72,22.85,530.51
Utah,UT,2008,80.37,70.21,7.27,1.76,1.14,73.87,37.79,3.90,2.43,7.79,17.70,4.26,2.22,3.19,1.10,30.18,783.10
Vermont,VT,2008,7.51,6.15,0.74,0.36,0.26,6.25,0.02,1.39,0.63,0.52,3.70,0.00,0.27,0.90,0.08,12.04,327.09
Virginia,VA,2008,139.12,120.82,10.91,4.04,3.35,124.09,35.95,7.10,4.93,16.67,54.54,4.89,5.48,5.02,4.54,17.76,374.12
Washington,WA,2008,95.13,81.74,5.65,4.02,3.72,81.81,12.72,5.68,3.89,15.14,44.38,0.00,4.65,5.83,2.84,14.50,307.68
West Virginia,WV,2008,139.19,113.53,23.45,1.21,1.01,133.28,83.55,2.00,1.58,13.55,11.33,21.27,3.35,1.15,1.41,75.63,2658.14
Wisconsin,WI,2008,127.00,106.88,10.71,7.02,2.39,106.96,44.08,10.29,6.46,14.73,31.40,0.00,3.63,13.14,3.27,22.51,571.78
Wyoming,WY,2008,93.30,69.93,20.89,2.22,0.26,87.29,43.75,0.97,0.86,12.49,9.11,20.11,1.40,4.27,0.34,170.86,2968.11
Alabama,AL,2009,147.66,125.97,15.89,3.66,2.14,133.48,65.32,2.49,1.91,18.73,33.38,11.65,7.31,4.65,2.22,31.03,977.57
Alaska,AK,2009,43.07,37.74,4.61,0.41,0.30,41.98,3.14,1.87,2.15,16.68,13.76,4.37,0.30,0.27,0.52,61.62,974.18
Arizona,AZ,2009,104.96,95.30,3.70,2.27,3.69,95.51,52.21,2.22,2.23,4.37,34.42,0.05,4.58,4.52,0.35,16.55,462.80
Arkansas,AR,2009,80.38,64.03,8.57,6.49,1.28,63.88,28.71,2.22,2.51,8.41,20.63,1.39,3.49,11.20,1.80,27.75,895.63
California,CA,2009,446.07,381.47,36.67,11.56,16.37,385.17,48.00,28.39,15.78,66.46,222.66,3.87,20.50,25.73,14.68,12.07,262.20
Colorado,CO,2009,120.21,93.81,20.58,3.67,2.15,106.05,38.13,7.79,4.68,13.20,29.74,12.52,3.22,8.33,2.61,24.18,518.47
Connecticut,CT,2009,41.20,38.49,0.53,0.70,1.48,37.15,6.51,8.30,3.32,2.21,16.80,0.00,1.79,0.33,1.94,11.57,201.00
Delaware,DE,2009,13.66,12.33,0.30,0.63,0.39,12.19,3.80,1.03,0.84,1.54,4.98,0.00,0.67,0.56,0.24,15.31,246.19
District Of Columbia,DC,2009,3.57,3.18,0.05,0.06,0.28,3.23,0.04,0.82,1.20,0.04,1.13,0.00,0.28,0.00,0.06,6.03,40.75
Florida,FL,2009,257.37,232.02,11.96,5.26,8.12,228.40,109.39,1.40,4.86,10.58,102.16,0.01,10.78,5.48,12.71,13.80,387.56
Georgia,GA,2009,181.49,164.79,7.20,5.19,4.31,165.11,72.46,7.15,3.56,14.70,67.24,0.00,5.93,5.45,5.00,18.86,508.14
Hawaii,HI,2009,21.36,19.38,1.03,0.40,0.54,18.66,7.62,0.08,0.34,1.42,9.19,0.00,0.79,0.43,1.48,15.86,364.45
Idaho,ID,2009,26.22,15.64,7.15,2.74,0.69,15.67,0.68,1.76,1.06,3.31,8.87,0.00,0.96,9.05,0.53,16.87,527.32
Illinois,IL,2009,266.44,230.12,14.18,16.61,5.53,231.73,88.85,25.27,13.23,31.97,69.05,3.36,9.28,17.82,7.61,20.82,467.19
Indiana,IN,2009,240.58,219.41,7.68,10.39,3.10,209.78,106.58,9.00,5.78,44.11,41.76,2.55,16.70,11.38,2.72,37.25,1024.84
Iowa,IA,2009,122.36,86.71,15.59,18.73,1.33,85.82,36.74,5.16,4.64,17.86,21.41,0.00,2.89,32.09,1.57,40.35,988.11
Kansas,KS,2009,105.62,75.52,17.20,11.66,1.24,78.55,34.86,4.46,2.02,13.21,19.18,4.83,3.63,21.73,1.70,37.28,945.35
Kentucky,KY,2009,168.27,147.42,13.39,5.12,2.34,152.97,85.45,3.68,2.36,21.58,32.65,7.25,5.23,7.52,2.56,38.98,1201.35
Louisiana,LA,2009,198.07,181.35,11.25,3.42,2.04,184.53,37.78,2.20,2.04,90.49,45.81,6.23,5.82,5.74,1.97,44.10,1041.70
Maine,ME,2009,20.65,19.10,0.42,0.57,0.56,18.85,2.41,3.04,1.84,2.89,8.67,0.00,1.06,0.46,0.28,15.53,458.88
Maryland,MD,2009,79.84,73.37,1.92,1.95,2.60,72.61,24.05,6.54,4.80,4.76,32.35,0.12,3.50,1.47,2.26,13.93,310.21
Massachusetts,MA,2009,78.17,73.36,0.62,1.06,3.13,72.07,17.33,14.08,5.87,3.34,31.47,0.00,3.20,0.25,2.65,11.99,238.14
Michigan,MI,2009,188.41,168.37,10.44,5.34,4.25,167.36,68.36,20.63,10.27,15.83,50.94,1.32,7.64,6.62,6.79,19.03,562.40
Minnesota,MN,2009,114.99,94.04,6.92,11.71,2.32,93.33,30.01,9.03,6.32,15.08,32.89,0.00,2.70,16.70,2.26,21.77,487.32
Mississippi,MS,2009,73.48,63.03,5.14,3.99,1.32,62.88,22.76,1.76,1.48,9.91,25.17,1.80,3.57,5.62,1.41,24.83,853.44
Missouri,MO,2009,157.10,134.88,9.12,10.28,2.82,132.45,71.19,7.01,4.13,10.10,40.00,0.02,6.63,16.23,1.79,26.35,733.13
Montana,MT,2009,45.00,33.34,7.98,3.12,0.56,36.17,17.02,1.79,1.42,5.03,7.51,3.40,1.09,7.40,0.33,45.73,1430.12
Nebraska,NE,2009,76.31,47.48,13.68,14.34,0.80,46.98,22.95,2.67,1.87,7.28,12.11,0.09,1.80,26.38,1.15,42.10,976.04
Nevada,NV,2009,44.48,40.23,2.35,0.75,1.16,40.05,18.05,2.34,1.79,2.71,15.15,0.01,1.69,1.25,1.49,16.57,397.67
New Hampshire,NH,2009,17.70,17.36,-0.53,0.30,0.56,17.46,5.31,2.57,1.40,0.78,7.40,0.00,0.58,0.18,-0.52,13.45,328.37
New Jersey,NJ,2009,123.88,115.90,2.69,1.58,3.71,115.36,14.58,15.67,11.18,10.56,63.38,0.00,4.05,0.40,4.07,14.15,289.28
New Mexico,NM,2009,79.71,58.61,18.51,1.72,0.86,71.23,32.49,2.23,1.56,7.84,14.39,12.71,1.48,5.85,1.15,39.13,1113.95
New York,NY,2009,207.20,180.35,14.56,3.85,8.44,179.76,34.21,33.27,25.46,11.69,74.55,0.58,9.84,4.85,12.75,10.73,210.48
North Carolina,NC,2009,155.40,133.27,12.18,5.68,4.28,134.37,62.72,5.80,5.23,10.93,49.69,0.00,4.94,9.96,6.13,16.45,422.25
North Dakota,ND,2009,62.18,49.32,6.04,6.53,0.30,52.10,32.39,1.16,0.95,7.51,6.07,4.02,0.56,9.23,0.29,93.51,2130.39
Ohio,OH,2009,272.80,242.72,15.28,9.55,5.25,244.24,111.61,18.59,10.89,33.26,64.72,5.17,11.15,10.56,6.85,23.66,653.73
Oklahoma,OK,2009,135.56,107.11,21.17,5.65,1.64,114.94,49.49,3.88,2.74,19.35,29.56,9.92,4.35,13.60,2.67,36.46,1026.34
Oregon,OR,2009,50.73,42.05,4.00,2.24,2.43,41.87,8.78,2.95,2.07,4.69,23.36,0.01,3.11,3.98,1.76,13.32,314.69
Pennsylvania,PA,2009,280.26,252.26,17.98,4.53,5.49,260.32,110.96,20.18,10.88,35.90,67.56,14.83,12.30,5.90,1.75,22.13,570.81
Rhode Island,RI,2009,12.79,11.69,0.49,0.17,0.44,11.52,3.01,2.39,1.06,0.68,4.38,0.00,0.72,0.06,0.49,12.14,298.53
South Carolina,SC,2009,91.61,84.39,3.03,1.96,2.23,83.66,36.76,1.93,1.58,11.39,32.00,0.00,3.75,1.89,2.31,19.96,647.75
South Dakota,SD,2009,30.99,15.44,7.12,8.07,0.36,15.14,3.37,1.14,0.81,3.15,6.42,0.25,0.96,14.53,0.35,38.40,873.10
Tennessee,TN,2009,120.73,107.11,6.01,4.65,2.96,105.43,38.15,4.39,3.69,17.79,41.28,0.13,6.06,6.18,3.06,19.15,546.46
Texas,TX,2009,738.44,640.06,68.67,17.81,11.89,666.62,217.37,11.79,11.19,201.52,193.00,31.76,19.53,38.73,13.56,29.77,686.02
United States,US,2009,6469.43,5544.15,531.84,253.72,139.73,5666.43,2106.23,342.36,225.04,903.65,1894.69,194.46,239.28,411.35,152.37,21.09,506.46
Utah,UT,2009,74.46,64.94,7.02,1.32,1.19,68.84,34.94,3.79,2.38,6.68,16.77,4.27,1.96,2.70,0.96,27.34,736.69
Vermont,VT,2009,7.68,6.34,0.74,0.33,0.26,6.43,0.01,1.51,0.67,0.50,3.74,0.00,0.28,0.88,0.09,12.29,342.46
Virginia,VA,2009,126.69,109.36,10.34,3.53,3.47,112.46,30.92,7.02,4.89,13.02,52.13,4.48,5.05,4.46,4.72,15.98,341.61
Washington,WA,2009,91.12,79.29,5.25,3.10,3.48,79.41,12.60,5.68,3.85,14.03,43.26,0.00,4.25,5.01,2.46,13.67,301.83
West Virginia,WV,2009,117.83,90.80,25.05,1.04,0.95,112.60,65.18,1.88,1.56,9.81,11.32,22.84,2.65,1.14,1.44,63.77,2188.53
Wisconsin,WI,2009,116.66,97.43,10.54,6.24,2.45,97.56,39.28,9.38,5.83,12.92,30.15,0.00,3.47,12.62,3.02,20.58,540.37
